year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2017,NUTS,2010,FI1,1,527.1
2018,NUTS,2010,FI1,1,535.1
2019,NUTS,2010,FI1,1,543.1
2011,NUTS,2010,FI19,2,76.944
2012,NUTS,2010,FI19,2,82.1
2013,NUTS,2010,FI19,2,76.0
2015,NUTS,2010,FI19,2,59.4
2016,NUTS,2010,FI19,2,61.4
2017,NUTS,2010,FI19,2,45.5
2018,NUTS,2010,FI19,2,45.6
2019,NUTS,2010,FI19,2,43.4
2011,NUTS,2010,FI1B,2,428.121
2012,NUTS,2010,FI1B,2,403.6
2013,NUTS,2010,FI1B,2,399.0
2015,NUTS,2010,FI1B,2,347.0
2016,NUTS,2010,FI1B,2,340.0
2017,NUTS,2010,FI1B,2,363.7
2018,NUTS,2010,FI1B,2,372.1
2019,NUTS,2010,FI1B,2,381.3
2011,NUTS,2010,FI1C,2,60.539
2012,NUTS,2010,FI1C,2,60.0
2013,NUTS,2010,FI1C,2,56.0
2015,NUTS,2010,FI1C,2,45.8
2016,NUTS,2010,FI1C,2,48.9
2017,NUTS,2010,FI1C,2,32.9
2018,NUTS,2010,FI1C,2,34.0
2019,NUTS,2010,FI1C,2,33.5
2011,NUTS,2010,FI1D,2,118.36
2012,NUTS,2010,FI1D,2,116.5
2013,NUTS,2010,FI1D,2,113.0
2015,NUTS,2010,FI1D,2,90.9
2016,NUTS,2010,FI1D,2,84.4
2017,NUTS,2010,FI1D,2,85.1
2018,NUTS,2010,FI1D,2,83.5
2019,NUTS,2010,FI1D,2,84.9
2012,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,6248.99
2012,NUTS,2010,FR,0,6119.702
2013,NUTS,2010,FR,0,6185.179
2014,NUTS,2010,FR,0,6163.09
2015,NUTS,2010,FR,0,6349.64
2016,NUTS,2010,FR,0,6310.41
2017,NUTS,2010,FR,0,6272.42
2018,NUTS,2010,FR,0,6456.9
2019,NUTS,2010,FR,0,6586.09
2020,NUTS,2010,FR,0,6442.482
2011,NUTS,2010,FR1,1,2542.889
2012,NUTS,2010,FR1,1,2408.1
2013,NUTS,2010,FR1,1,2452.1
2011,NUTS,2010,FR10,2,2542.889
2012,NUTS,2010,FR10,2,2408.1
2013,NUTS,2010,FR10,2,2452.1
2011,NUTS,2010,FR2,1,165.004
2012,NUTS,2010,FR2,1,183.1
2013,NUTS,2010,FR2,1,175.2
2011,NUTS,2010,FR21,2,2.648
2012,NUTS,2010,FR21,2,2.8
2013,NUTS,2010,FR21,2,3.1
2011,NUTS,2010,FR22,2,18.317
2012,NUTS,2010,FR22,2,21.0
2013,NUTS,2010,FR22,2,19.7
2011,NUTS,2010,FR23,2,2.972
2012,NUTS,2010,FR23,2,3.0
2013,NUTS,2010,FR23,2,4.3
2011,NUTS,2010,FR24,2,92.206
2012,NUTS,2010,FR24,2,104.9
2013,NUTS,2010,FR24,2,106.8
2011,NUTS,2010,FR25,2,21.425
2012,NUTS,2010,FR25,2,18.5
2013,NUTS,2010,FR25,2,23.3
2011,NUTS,2010,FR26,2,27.436
2012,NUTS,2010,FR26,2,32.9
2013,NUTS,2010,FR26,2,18.0
2011,NUTS,2010,FR3,1,46.832
2012,NUTS,2010,FR3,1,43.3
2013,NUTS,2010,FR3,1,40.8
2011,NUTS,2010,FR30,2,46.832
2012,NUTS,2010,FR30,2,43.3
2013,NUTS,2010,FR30,2,40.8
2011,NUTS,2010,FR4,1,158.636
2012,NUTS,2010,FR4,1,160.5
2013,NUTS,2010,FR4,1,144.2
2011,NUTS,2010,FR41,2,84.801
2012,NUTS,2010,FR41,2,83.0
2013,NUTS,2010,FR41,2,71.9
2011,NUTS,2010,FR42,2,72.583
2012,NUTS,2010,FR42,2,76.0
2013,NUTS,2010,FR42,2,70.9
2011,NUTS,2010,FR43,2,1.252
2012,NUTS,2010,FR43,2,1.5
2013,NUTS,2010,FR43,2,1.5
2011,NUTS,2010,FR5,1,295.273
2012,NUTS,2010,FR5,1,325.7
2013,NUTS,2010,FR5,1,341.8
2011,NUTS,2010,FR51,2,80.924
2012,NUTS,2010,FR51,2,89.6
2013,NUTS,2010,FR51,2,92.7
2011,NUTS,2010,FR52,2,197.14
2012,NUTS,2010,FR52,2,215.4
2013,NUTS,2010,FR52,2,215.0
2011,NUTS,2010,FR53,2,17.209
2012,NUTS,2010,FR53,2,20.6
2013,NUTS,2010,FR53,2,34.0
2011,NUTS,2010,FR6,1,774.137
2012,NUTS,2010,FR6,1,666.2
2013,NUTS,2010,FR6,1,659.3
2011,NUTS,2010,FR61,2,93.399
2012,NUTS,2010,FR61,2,87.5
2013,NUTS,2010,FR61,2,94.9
2011,NUTS,2010,FR62,2,679.978
2012,NUTS,2010,FR62,2,577.9
2013,NUTS,2010,FR62,2,563.4
2011,NUTS,2010,FR63,2,0.76
2012,NUTS,2010,FR63,2,0.9
2013,NUTS,2010,FR63,2,1.0
2011,NUTS,2010,FR7,1,787.581
2012,NUTS,2010,FR7,1,780.9
2013,NUTS,2010,FR7,1,788.6
2011,NUTS,2010,FR71,2,730.779
2012,NUTS,2010,FR71,2,713.8
2013,NUTS,2010,FR71,2,716.2
2011,NUTS,2010,FR72,2,56.802
2012,NUTS,2010,FR72,2,67.1
2013,NUTS,2010,FR72,2,72.4
2011,NUTS,2010,FR8,1,1317.94
2012,NUTS,2010,FR8,1,1395.4
2013,NUTS,2010,FR8,1,1419.8
2011,NUTS,2010,FR81,2,666.509
2012,NUTS,2010,FR81,2,663.3
2013,NUTS,2010,FR81,2,676.1
2011,NUTS,2010,FR82,2,646.891
2012,NUTS,2010,FR82,2,726.1
2013,NUTS,2010,FR82,2,738.5
2011,NUTS,2010,FR83,2,4.54
2012,NUTS,2010,FR83,2,6.1
2013,NUTS,2010,FR83,2,5.2
2011,NUTS,2010,FRA,1,160.698
2012,NUTS,2010,FRA,1,156.5
2013,NUTS,2010,FRA,1,163.3
2011,NUTS,2010,HR,0,685.17
2012,NUTS,2010,HR,0,685.612
2013,NUTS,2010,HR,0,686.275
2014,NUTS,2010,HR,0,676.146
2015,NUTS,2010,HR,0,700.11
2016,NUTS,2010,HR,0,643.487
2017,NUTS,2010,HR,0,705.481
2018,NUTS,2010,HR,0,741.985
2019,NUTS,2010,HR,0,832.625
2020,NUTS,2010,HR,0,941.94
2011,NUTS,2010,HR0,1,685.17
2012,NUTS,2010,HR0,1,685.612
2013,NUTS,2010,HR0,1,686.275
2014,NUTS,2010,HR0,1,676.146
2015,NUTS,2010,HR0,1,700.11
2016,NUTS,2010,HR0,1,643.487
2017,NUTS,2010,HR0,1,705.481
2018,NUTS,2010,HR0,1,741.985
2019,NUTS,2010,HR0,1,832.625
2020,NUTS,2010,HR0,1,941.94
2020,NUTS,2010,HR02,2,32.426
2011,NUTS,2010,HR03,2,46.219
2012,NUTS,2010,HR03,2,51.152
2013,NUTS,2010,HR03,2,59.89
2014,NUTS,2010,HR03,2,57.623
2015,NUTS,2010,HR03,2,56.28
2016,NUTS,2010,HR03,2,77.915
2017,NUTS,2010,HR03,2,77.816
2018,NUTS,2010,HR03,2,77.711
2019,NUTS,2010,HR03,2,93.807
2020,NUTS,2010,HR03,2,114.866
2011,NUTS,2010,HR04,2,638.951
2012,NUTS,2010,HR04,2,634.46
2013,NUTS,2010,HR04,2,626.385
2014,NUTS,2010,HR04,2,618.523
2015,NUTS,2010,HR04,2,643.83
2016,NUTS,2010,HR04,2,565.572
2017,NUTS,2010,HR04,2,627.665
2018,NUTS,2010,HR04,2,664.274
2019,NUTS,2010,HR04,2,738.818
2020,NUTS,2010,HR05,2,775.01
2020,NUTS,2010,HR06,2,19.638
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,53035.3
2012,NUTS,2010,HU,0,52528.3
2013,NUTS,2010,HU,0,62571.6
2014,NUTS,2010,HU,0,60608.4
2015,NUTS,2010,HU,0,62241.1
2016,NUTS,2010,HU,0,57298.8
2017,NUTS,2010,HU,0,64956.0
2018,NUTS,2010,HU,0,71131.5
2019,NUTS,2010,HU,0,70215.6
2020,NUTS,2010,HU,0,76524.0
2011,NUTS,2010,HU1,1,42831.4
2012,NUTS,2010,HU1,1,39989.3
2013,NUTS,2010,HU1,1,48227.2
2014,NUTS,2010,HU1,1,44987.4
2015,NUTS,2010,HU1,1,47250.4
2016,NUTS,2010,HU1,1,43480.9
2017,NUTS,2010,HU1,1,47129.1
2018,NUTS,2010,HU1,1,49194.9
2019,NUTS,2010,HU1,1,52397.0
2011,NUTS,2010,HU10,2,42831.4
2012,NUTS,2010,HU10,2,39989.3
2013,NUTS,2010,HU10,2,48227.2
2014,NUTS,2010,HU10,2,44987.4
2015,NUTS,2010,HU10,2,47250.4
2016,NUTS,2010,HU10,2,43480.9
2017,NUTS,2010,HU11,2,42713.9
2018,NUTS,2010,HU11,2,44482.1
2019,NUTS,2010,HU11,2,46425.6
2017,NUTS,2010,HU12,2,4415.3
2018,NUTS,2010,HU12,2,4712.8
2019,NUTS,2010,HU12,2,5971.4
2011,NUTS,2010,HU2,1,3837.0
2012,NUTS,2010,HU2,1,5424.8
2013,NUTS,2010,HU2,1,7241.6
2014,NUTS,2010,HU2,1,8677.3
2015,NUTS,2010,HU2,1,8232.4
2016,NUTS,2010,HU2,1,7660.8
2017,NUTS,2010,HU2,1,9285.4
2018,NUTS,2010,HU2,1,8934.3
2019,NUTS,2010,HU2,1,7621.7
2011,NUTS,2010,HU21,2,2319.5
2012,NUTS,2010,HU21,2,4954.5
2013,NUTS,2010,HU21,2,3931.3
2014,NUTS,2010,HU21,2,4922.5
2015,NUTS,2010,HU21,2,4540.6
2016,NUTS,2010,HU21,2,4325.1
2017,NUTS,2010,HU21,2,5333.0
2018,NUTS,2010,HU21,2,5594.7
2019,NUTS,2010,HU21,2,4683.1
2011,NUTS,2010,HU22,2,912.8
2012,NUTS,2010,HU22,2,410.3
2013,NUTS,2010,HU22,2,1765.1
2014,NUTS,2010,HU22,2,2095.0
2015,NUTS,2010,HU22,2,2315.6
2016,NUTS,2010,HU22,2,2086.4
2017,NUTS,2010,HU22,2,2540.3
2018,NUTS,2010,HU22,2,3314.9
2019,NUTS,2010,HU22,2,2900.8
2011,NUTS,2010,HU23,2,604.7
2012,NUTS,2010,HU23,2,60.0
2013,NUTS,2010,HU23,2,1545.2
2014,NUTS,2010,HU23,2,1659.9
2015,NUTS,2010,HU23,2,1376.2
2016,NUTS,2010,HU23,2,1249.3
2017,NUTS,2010,HU23,2,1412.1
2018,NUTS,2010,HU23,2,24.6
2019,NUTS,2010,HU23,2,37.9
2011,NUTS,2010,HU3,1,6366.9
2012,NUTS,2010,HU3,1,7114.2
2013,NUTS,2010,HU3,1,7102.8
2014,NUTS,2010,HU3,1,6943.6
2015,NUTS,2010,HU3,1,6758.2
2016,NUTS,2010,HU3,1,6157.0
2017,NUTS,2010,HU3,1,8541.5
2018,NUTS,2010,HU3,1,13002.4
2019,NUTS,2010,HU3,1,10196.9
2011,NUTS,2010,HU31,2,221.2
2012,NUTS,2010,HU31,2,172.1
2013,NUTS,2010,HU31,2,235.8
2014,NUTS,2010,HU31,2,151.6
2015,NUTS,2010,HU31,2,60.3
2016,NUTS,2010,HU31,2,45.3
2017,NUTS,2010,HU31,2,98.9
2018,NUTS,2010,HU31,2,139.6
2019,NUTS,2010,HU31,2,165.7
2011,NUTS,2010,HU32,2,1610.2
2012,NUTS,2010,HU32,2,1915.8
2013,NUTS,2010,HU32,2,1758.3
2014,NUTS,2010,HU32,2,2158.1
2015,NUTS,2010,HU32,2,1931.3
2016,NUTS,2010,HU32,2,1669.1
2017,NUTS,2010,HU32,2,1732.8
2018,NUTS,2010,HU32,2,3355.3
2019,NUTS,2010,HU32,2,2832.8
2011,NUTS,2010,HU33,2,4535.5
2012,NUTS,2010,HU33,2,5026.3
2013,NUTS,2010,HU33,2,5108.7
2014,NUTS,2010,HU33,2,4633.8
2015,NUTS,2010,HU33,2,4766.6
2016,NUTS,2010,HU33,2,4442.6
2017,NUTS,2010,HU33,2,6709.8
2018,NUTS,2010,HU33,2,9507.5
2019,NUTS,2010,HU33,2,7198.4
2011,NUTS,2010,IE,0,131.9
2012,NUTS,2010,IE,0,132.0
2013,NUTS,2010,IE,0,129.0
2014,NUTS,2010,IE,0,130.3
2015,NUTS,2010,IE,0,136.2
2016,NUTS,2010,IE,0,133.5
2017,NUTS,2010,IE,0,142.408
2018,NUTS,2010,IE,0,158.605
2019,NUTS,2010,IE,0,164.663
2020,NUTS,2010,IE,0,164.984
2011,NUTS,2010,IE0,1,132.0
2012,NUTS,2010,IE0,1,132.0
2013,NUTS,2010,IE0,1,129.0
2015,NUTS,2010,IE0,1,136.0
2017,NUTS,2010,IE0,1,142.408
2011,NUTS,2010,IE01,2,20.0
2012,NUTS,2010,IE01,2,20.0
2013,NUTS,2010,IE01,2,19.0
2015,NUTS,2010,IE01,2,37.0
2017,NUTS,2010,IE01,2,26.098
2011,NUTS,2010,IE02,2,112.0
2012,NUTS,2010,IE02,2,112.0
2013,NUTS,2010,IE02,2,110.0
2015,NUTS,2010,IE02,2,99.0
2017,NUTS,2010,IE02,2,116.31
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,7526.717
2013,NUTS,2010,IS,0,2267.7
2014,NUTS,2010,IS,0,2458.0
2015,NUTS,2010,IS,0,2345.0
2016,NUTS,2010,IS,0,2500.9
2017,NUTS,2010,IS,0,2301.8
2018,NUTS,2010,IS,0,2368.7
2019,NUTS,2010,IS,0,2263.0
2020,NUTS,2010,IS,0,2448.0
2011,NUTS,2010,IS0,1,7526.717
2013,NUTS,2010,IS0,1,2267.7
2014,NUTS,2010,IS0,1,2458.0
2015,NUTS,2010,IS0,1,2345.0
2016,NUTS,2010,IS0,1,2500.9
2017,NUTS,2010,IS0,1,2301.8
2018,NUTS,2010,IS0,1,2368.7
2019,NUTS,2010,IS0,1,2263.0
2020,NUTS,2010,IS0,1,2448.0
2011,NUTS,2010,IS00,2,7526.717
2013,NUTS,2010,IS00,2,2267.7
2014,NUTS,2010,IS00,2,2458.0
2015,NUTS,2010,IS00,2,2345.0
2016,NUTS,2010,IS00,2,2500.9
2017,NUTS,2010,IS00,2,2301.8
2018,NUTS,2010,IS00,2,2368.7
2019,NUTS,2010,IS00,2,2263.0
2020,NUTS,2010,IS00,2,2448.0
2011,NUTS,2010,IT,0,2653.6
2012,NUTS,2010,IT,0,3040.4
2013,NUTS,2010,IT,0,2937.4
2014,NUTS,2010,IT,0,2959.783
2015,NUTS,2010,IT,0,2910.6
2016,NUTS,2010,IT,0,2911.327
2017,NUTS,2010,IT,0,2938.583
2018,NUTS,2010,IT,0,3146.904
2019,NUTS,2010,IT,0,3306.719
2020,NUTS,2010,IT,0,3384.414
2011,NUTS,2010,ITC,1,434.4
2012,NUTS,2010,ITC,1,544.8
2013,NUTS,2010,ITC,1,524.4
2014,NUTS,2010,ITC,1,521.022
2015,NUTS,2010,ITC,1,521.4
2016,NUTS,2010,ITC,1,490.793
2017,NUTS,2010,ITC,1,456.949
2018,NUTS,2010,ITC,1,479.329
2019,NUTS,2010,ITC,1,520.988
2011,NUTS,2010,ITC1,2,88.4
2012,NUTS,2010,ITC1,2,100.3
2013,NUTS,2010,ITC1,2,100.1
2014,NUTS,2010,ITC1,2,99.999
2015,NUTS,2010,ITC1,2,98.9
2016,NUTS,2010,ITC1,2,99.629
2017,NUTS,2010,ITC1,2,101.034
2018,NUTS,2010,ITC1,2,99.739
2019,NUTS,2010,ITC1,2,103.912
2011,NUTS,2010,ITC2,2,2.5
2012,NUTS,2010,ITC2,2,2.0
2013,NUTS,2010,ITC2,2,1.5
2014,NUTS,2010,ITC2,2,1.311
2015,NUTS,2010,ITC2,2,1.3
2016,NUTS,2010,ITC2,2,1.207
2017,NUTS,2010,ITC2,2,1.147
2018,NUTS,2010,ITC2,2,1.435
2019,NUTS,2010,ITC2,2,2.055
2011,NUTS,2010,ITC3,2,118.0
2012,NUTS,2010,ITC3,2,145.4
2013,NUTS,2010,ITC3,2,139.3
2014,NUTS,2010,ITC3,2,149.564
2015,NUTS,2010,ITC3,2,149.1
2016,NUTS,2010,ITC3,2,153.648
2017,NUTS,2010,ITC3,2,143.863
2018,NUTS,2010,ITC3,2,159.212
2019,NUTS,2010,ITC3,2,161.484
2011,NUTS,2010,ITC4,2,225.5
2012,NUTS,2010,ITC4,2,297.1
2013,NUTS,2010,ITC4,2,283.4
2014,NUTS,2010,ITC4,2,270.148
2015,NUTS,2010,ITC4,2,272.1
2016,NUTS,2010,ITC4,2,236.309
2017,NUTS,2010,ITC4,2,210.905
2018,NUTS,2010,ITC4,2,218.943
2019,NUTS,2010,ITC4,2,253.537
2011,NUTS,2010,ITF,1,274.1
2012,NUTS,2010,ITF,1,375.8
2013,NUTS,2010,ITF,1,351.5
2014,NUTS,2010,ITF,1,382.535
2015,NUTS,2010,ITF,1,367.0
2016,NUTS,2010,ITF,1,351.176
2017,NUTS,2010,ITF,1,339.363
2018,NUTS,2010,ITF,1,341.347
2019,NUTS,2010,ITF,1,361.987
2011,NUTS,2010,ITF1,2,31.9
2012,NUTS,2010,ITF1,2,38.0
2013,NUTS,2010,ITF1,2,38.4
2014,NUTS,2010,ITF1,2,38.597
2015,NUTS,2010,ITF1,2,43.6
2016,NUTS,2010,ITF1,2,39.726
2017,NUTS,2010,ITF1,2,41.269
2018,NUTS,2010,ITF1,2,41.164
2019,NUTS,2010,ITF1,2,41.743
2011,NUTS,2010,ITF2,2,2.1
2012,NUTS,2010,ITF2,2,2.0
2013,NUTS,2010,ITF2,2,2.2
2014,NUTS,2010,ITF2,2,1.59
2015,NUTS,2010,ITF2,2,2.2
2016,NUTS,2010,ITF2,2,1.925
2017,NUTS,2010,ITF2,2,1.829
2018,NUTS,2010,ITF2,2,1.811
2019,NUTS,2010,ITF2,2,2.545
2011,NUTS,2010,ITF3,2,124.7
2012,NUTS,2010,ITF3,2,172.3
2013,NUTS,2010,ITF3,2,173.4
2014,NUTS,2010,ITF3,2,195.032
2015,NUTS,2010,ITF3,2,184.9
2016,NUTS,2010,ITF3,2,180.882
2017,NUTS,2010,ITF3,2,168.683
2018,NUTS,2010,ITF3,2,169.284
2019,NUTS,2010,ITF3,2,185.582
2011,NUTS,2010,ITF4,2,69.5
2012,NUTS,2010,ITF4,2,114.9
2013,NUTS,2010,ITF4,2,88.9
2014,NUTS,2010,ITF4,2,90.587
2015,NUTS,2010,ITF4,2,85.4
2016,NUTS,2010,ITF4,2,82.726
2017,NUTS,2010,ITF4,2,79.574
2018,NUTS,2010,ITF4,2,82.329
2019,NUTS,2010,ITF4,2,80.528
2011,NUTS,2010,ITF5,2,29.0
2012,NUTS,2010,ITF5,2,29.7
2013,NUTS,2010,ITF5,2,30.0
2014,NUTS,2010,ITF5,2,31.114
2015,NUTS,2010,ITF5,2,31.4
2016,NUTS,2010,ITF5,2,28.755
2017,NUTS,2010,ITF5,2,30.859
2018,NUTS,2010,ITF5,2,30.634
2019,NUTS,2010,ITF5,2,31.647
2011,NUTS,2010,ITF6,2,16.9
2012,NUTS,2010,ITF6,2,18.9
2013,NUTS,2010,ITF6,2,18.6
2014,NUTS,2010,ITF6,2,25.615
2015,NUTS,2010,ITF6,2,19.5
2016,NUTS,2010,ITF6,2,17.162
2017,NUTS,2010,ITF6,2,17.149
2018,NUTS,2010,ITF6,2,16.125
2019,NUTS,2010,ITF6,2,19.942
2011,NUTS,2010,ITG,1,162.9
2012,NUTS,2010,ITG,1,191.3
2013,NUTS,2010,ITG,1,184.0
2014,NUTS,2010,ITG,1,194.294
2015,NUTS,2010,ITG,1,200.1
2016,NUTS,2010,ITG,1,185.132
2017,NUTS,2010,ITG,1,185.541
2018,NUTS,2010,ITG,1,211.024
2019,NUTS,2010,ITG,1,225.791
2011,NUTS,2010,ITG1,2,92.2
2012,NUTS,2010,ITG1,2,121.1
2013,NUTS,2010,ITG1,2,115.2
2014,NUTS,2010,ITG1,2,128.024
2015,NUTS,2010,ITG1,2,131.0
2016,NUTS,2010,ITG1,2,117.376
2017,NUTS,2010,ITG1,2,119.448
2018,NUTS,2010,ITG1,2,136.208
2019,NUTS,2010,ITG1,2,148.204
2011,NUTS,2010,ITG2,2,70.7
2012,NUTS,2010,ITG2,2,70.2
2013,NUTS,2010,ITG2,2,68.8
2014,NUTS,2010,ITG2,2,66.27
2015,NUTS,2010,ITG2,2,69.1
2016,NUTS,2010,ITG2,2,67.756
2017,NUTS,2010,ITG2,2,66.093
2018,NUTS,2010,ITG2,2,74.816
2019,NUTS,2010,ITG2,2,77.587
2011,NUTS,2010,ITH,1,444.0
2012,NUTS,2010,ITH,1,510.3
2013,NUTS,2010,ITH,1,520.4
2014,NUTS,2010,ITH,1,484.962
2015,NUTS,2010,ITH,1,489.0
2016,NUTS,2010,ITH,1,467.535
2017,NUTS,2010,ITH,1,456.306
2018,NUTS,2010,ITH,1,526.862
2019,NUTS,2010,ITH,1,557.041
2011,NUTS,2010,ITH1,2,27.8
2012,NUTS,2010,ITH1,2,29.0
2013,NUTS,2010,ITH1,2,32.6
2014,NUTS,2010,ITH1,2,2.01
2015,NUTS,2010,ITH1,2,1.2
2016,NUTS,2010,ITH1,2,1.62
2017,NUTS,2010,ITH1,2,1.34
2018,NUTS,2010,ITH1,2,15.436
2019,NUTS,2010,ITH1,2,16.755
2011,NUTS,2010,ITH2,2,89.2
2012,NUTS,2010,ITH2,2,87.7
2013,NUTS,2010,ITH2,2,91.7
2014,NUTS,2010,ITH2,2,85.032
2015,NUTS,2010,ITH2,2,84.6
2016,NUTS,2010,ITH2,2,78.502
2017,NUTS,2010,ITH2,2,81.381
2018,NUTS,2010,ITH2,2,84.603
2019,NUTS,2010,ITH2,2,91.453
2011,NUTS,2010,ITH3,2,98.2
2012,NUTS,2010,ITH3,2,125.0
2013,NUTS,2010,ITH3,2,120.6
2014,NUTS,2010,ITH3,2,101.525
2015,NUTS,2010,ITH3,2,103.0
2016,NUTS,2010,ITH3,2,93.754
2017,NUTS,2010,ITH3,2,91.656
2018,NUTS,2010,ITH3,2,107.744
2019,NUTS,2010,ITH3,2,100.543
2011,NUTS,2010,ITH4,2,73.4
2012,NUTS,2010,ITH4,2,75.0
2013,NUTS,2010,ITH4,2,75.0
2014,NUTS,2010,ITH4,2,96.18
2015,NUTS,2010,ITH4,2,104.4
2016,NUTS,2010,ITH4,2,100.717
2017,NUTS,2010,ITH4,2,106.388
2018,NUTS,2010,ITH4,2,128.853
2019,NUTS,2010,ITH4,2,155.226
2011,NUTS,2010,ITH5,2,155.4
2012,NUTS,2010,ITH5,2,193.6
2013,NUTS,2010,ITH5,2,200.5
2014,NUTS,2010,ITH5,2,200.215
2015,NUTS,2010,ITH5,2,195.8
2016,NUTS,2010,ITH5,2,192.942
2017,NUTS,2010,ITH5,2,175.541
2018,NUTS,2010,ITH5,2,190.226
2019,NUTS,2010,ITH5,2,193.064
2011,NUTS,2010,ITI,1,1338.2
2012,NUTS,2010,ITI,1,1418.2
2013,NUTS,2010,ITI,1,1357.2
2014,NUTS,2010,ITI,1,1376.97
2015,NUTS,2010,ITI,1,1333.1
2016,NUTS,2010,ITI,1,1416.691
2017,NUTS,2010,ITI,1,1500.424
2018,NUTS,2010,ITI,1,1588.342
2019,NUTS,2010,ITI,1,1640.912
2011,NUTS,2010,ITI1,2,133.4
2012,NUTS,2010,ITI1,2,165.2
2013,NUTS,2010,ITI1,2,153.3
2014,NUTS,2010,ITI1,2,151.894
2015,NUTS,2010,ITI1,2,157.2
2016,NUTS,2010,ITI1,2,152.732
2017,NUTS,2010,ITI1,2,164.937
2018,NUTS,2010,ITI1,2,175.556
2019,NUTS,2010,ITI1,2,191.243
2011,NUTS,2010,ITI2,2,12.6
2012,NUTS,2010,ITI2,2,18.7
2013,NUTS,2010,ITI2,2,16.2
2014,NUTS,2010,ITI2,2,17.373
2015,NUTS,2010,ITI2,2,19.2
2016,NUTS,2010,ITI2,2,15.92
2017,NUTS,2010,ITI2,2,15.167
2018,NUTS,2010,ITI2,2,15.118
2019,NUTS,2010,ITI2,2,17.564
2011,NUTS,2010,ITI3,2,10.6
2012,NUTS,2010,ITI3,2,13.7
2013,NUTS,2010,ITI3,2,13.6
2014,NUTS,2010,ITI3,2,14.661
2015,NUTS,2010,ITI3,2,13.8
2016,NUTS,2010,ITI3,2,15.238
2017,NUTS,2010,ITI3,2,15.434
2018,NUTS,2010,ITI3,2,17.586
2019,NUTS,2010,ITI3,2,18.473
2011,NUTS,2010,ITI4,2,1181.6
2012,NUTS,2010,ITI4,2,1220.6
2013,NUTS,2010,ITI4,2,1174.1
2014,NUTS,2010,ITI4,2,1193.042
2015,NUTS,2010,ITI4,2,1142.9
2016,NUTS,2010,ITI4,2,1232.801
2017,NUTS,2010,ITI4,2,1304.886
2018,NUTS,2010,ITI4,2,1380.082
2019,NUTS,2010,ITI4,2,1413.632
2011,NUTS,2010,JP,0,1335473.0
2012,NUTS,2010,JP,0,1369191.0
2013,NUTS,2010,JP,0,1529297.0
2014,NUTS,2010,JP,0,1454760.0
2015,NUTS,2010,JP,0,1377232.0
2016,NUTS,2010,JP,0,1276596.0
2017,NUTS,2010,JP,0,1368366.0
2018,NUTS,2010,JP,0,1389130.0
2019,NUTS,2010,JP,0,1402496.0
2011,NUTS,2010,KR,0,5851397.61
2012,NUTS,2010,KR,0,6240186.3
2013,NUTS,2010,KR,0,6471895.61
2014,NUTS,2010,KR,0,7146441.396
2015,NUTS,2010,KR,0,7745312.548
2016,NUTS,2010,KR,0,8012527.25
2017,NUTS,2010,KR,0,8429716.0
2018,NUTS,2010,KR,0,8636201.5
2019,NUTS,2010,KR,0,8898118.0
2011,NUTS,2010,LT,0,55.346
2012,NUTS,2010,LT,0,58.416
2013,NUTS,2010,LT,0,65.918
2014,NUTS,2010,LT,0,64.044
2015,NUTS,2010,LT,0,66.536
2016,NUTS,2010,LT,0,85.5
2017,NUTS,2010,LT,0,105.794
2018,NUTS,2010,LT,0,94.806
2019,NUTS,2010,LT,0,99.058
2020,NUTS,2010,LT,0,89.385
2011,NUTS,2010,LT0,1,55.346
2012,NUTS,2010,LT0,1,58.416
2013,NUTS,2010,LT0,1,65.918
2014,NUTS,2010,LT0,1,64.044
2015,NUTS,2010,LT0,1,66.536
2016,NUTS,2010,LT0,1,85.5
2017,NUTS,2010,LT0,1,105.794
2018,NUTS,2010,LT0,1,94.806
2019,NUTS,2010,LT0,1,99.058
2020,NUTS,2010,LT0,1,89.385
2011,NUTS,2010,LT00,2,55.346
2012,NUTS,2010,LT00,2,58.416
2013,NUTS,2010,LT00,2,65.918
2014,NUTS,2010,LT00,2,64.044
2015,NUTS,2010,LT01,2,50.632
2016,NUTS,2010,LT01,2,39.405
2017,NUTS,2010,LT01,2,42.123
2018,NUTS,2010,LT01,2,44.983
2019,NUTS,2010,LT01,2,52.581
